datadatetime,id,name,current_popularity,dayofweek,hourofday,exppopularity
2020-03-24T23:31:19Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Tue,16,19
2020-03-25T00:31:32Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Tue,17,22
2020-03-25T01:31:23Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Tue,18,26
2020-03-25T02:31:11Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Tue,19,32
2020-03-25T03:30:47Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Tue,20,38
2020-03-25T04:30:49Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Tue,21,43
2020-03-25T05:30:47Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Tue,22,41
2020-03-25T06:30:45Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Tue,23,33
2020-03-25T07:30:52Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Wed,0,21
2020-03-25T08:30:51Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Wed,1,10
2020-03-25T09:30:53Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Wed,2,0
2020-03-25T10:30:53Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Wed,3,0
2020-03-25T11:30:46Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Wed,4,0
2020-03-25T12:30:54Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Wed,5,0
2020-03-25T13:31:00Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Wed,6,0
2020-03-25T14:31:07Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Wed,7,0
2020-03-25T15:30:49Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Wed,8,0
2020-03-25T16:30:57Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Wed,9,0
2020-03-25T17:31:11Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Wed,10,0
2020-03-25T18:31:40Z,ChIJU889QiB-j4ARzQofqaFrMJU,Zeitgeist,0,Wed,11,3
2020-03-22T03:01:38Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,63,Sat,20,20
2020-03-22T04:01:34Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,29,Sat,21,11
2020-03-22T05:01:46Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Sat,22,0
2020-03-22T06:01:38Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Sat,23,0
2020-03-22T06:30:47Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Sat,23,0
2020-03-22T07:30:47Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Sun,0,0
2020-03-22T08:30:59Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Sun,1,0
2020-03-22T09:30:50Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Sun,2,0
2020-03-22T10:30:52Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Sun,3,0
2020-03-22T11:30:48Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Sun,4,0
2020-03-22T12:30:50Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Sun,5,0
2020-03-22T13:30:52Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,13,Sun,6,21
2020-03-22T14:30:50Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,21,Sun,7,40
2020-03-22T15:30:58Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,29,Sun,8,51
2020-03-22T16:31:17Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,43,Sun,9,62
2020-03-22T17:31:14Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,58,Sun,10,80
2020-03-22T18:31:06Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,82,Sun,11,95
2020-03-22T19:31:09Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,104,Sun,12,100
2020-03-22T20:31:22Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,97,Sun,13,94
2020-03-22T21:32:10Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,78,Sun,14,82
2020-03-22T22:31:08Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,66,Sun,15,66
2020-03-22T23:31:29Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,52,Sun,16,50
2020-03-23T00:30:59Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,43,Sun,17,34
2020-03-23T01:30:56Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,27,Sun,18,22
2020-03-23T02:30:58Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,14,Sun,19,12
2020-03-23T03:30:59Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,9,Sun,20,6
2020-03-23T04:30:52Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,7,Sun,21,2
2020-03-23T05:30:41Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Sun,22,0
2020-03-23T06:30:43Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Sun,23,0
2020-03-23T07:30:49Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Mon,0,0
2020-03-23T08:30:54Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Mon,1,0
2020-03-23T09:30:53Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Mon,2,0
2020-03-23T10:30:50Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Mon,3,0
2020-03-23T11:30:43Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Mon,4,0
2020-03-23T12:31:18Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Mon,5,0
2020-03-23T13:31:12Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,4,Mon,6,5
2020-03-23T14:30:55Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,6,Mon,7,11
2020-03-23T15:30:59Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,11,Mon,8,16
2020-03-23T16:31:32Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,13,Mon,9,20
2020-03-23T17:31:17Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,14,Mon,10,21
2020-03-23T18:31:23Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,19,Mon,11,20
2020-03-23T19:31:34Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,25,Mon,12,21
2020-03-23T20:31:17Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,31,Mon,13,22
2020-03-23T21:31:04Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,41,Mon,14,22
2020-03-23T22:31:09Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,39,Mon,15,22
2020-03-23T23:31:18Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,32,Mon,16,20
2020-03-24T00:30:59Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,35,Mon,17,17
2020-03-24T01:31:04Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,33,Mon,18,14
2020-03-24T02:30:54Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,33,Mon,19,10
2020-03-24T03:31:18Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,21,Mon,20,7
2020-03-24T04:30:48Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,11,Mon,21,3
2020-03-24T05:31:00Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Mon,22,0
2020-03-24T06:30:51Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Mon,23,0
2020-03-24T07:30:48Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Tue,0,0
2020-03-24T08:30:44Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Tue,1,0
2020-03-24T09:30:45Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Tue,2,0
2020-03-24T10:30:51Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Tue,3,0
2020-03-24T11:30:54Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Tue,4,0
2020-03-24T12:31:17Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Tue,5,0
2020-03-24T13:31:14Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,6,Tue,6,8
2020-03-24T14:31:15Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,7,Tue,7,13
2020-03-24T15:31:25Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,12,Tue,8,12
2020-03-24T16:34:14Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,13,Tue,9,14
2020-03-24T17:31:15Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,21,Tue,10,18
2020-03-24T18:31:28Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,20,Tue,11,21
2020-03-24T19:31:31Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,22,Tue,12,20
2020-03-24T20:31:26Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,27,Tue,13,19
2020-03-24T21:31:39Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,29,Tue,14,19
2020-03-24T22:30:55Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,27,Tue,15,19
2020-03-24T23:31:19Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,27,Tue,16,18
2020-03-25T00:31:32Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,29,Tue,17,15
2020-03-25T01:31:23Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,34,Tue,18,12
2020-03-25T02:31:11Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,31,Tue,19,8
2020-03-25T03:30:47Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,18,Tue,20,5
2020-03-25T04:30:49Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,9,Tue,21,3
2020-03-25T05:30:47Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Tue,22,0
2020-03-25T06:30:45Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Tue,23,0
2020-03-25T07:30:52Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Wed,0,0
2020-03-25T08:30:51Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Wed,1,0
2020-03-25T09:30:53Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Wed,2,0
2020-03-25T10:30:53Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Wed,3,0
2020-03-25T11:30:46Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Wed,4,0
2020-03-25T12:30:54Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,0,Wed,5,0
2020-03-25T13:31:00Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,8,Wed,6,5
2020-03-25T14:31:07Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,11,Wed,7,8
2020-03-25T15:30:49Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,20,Wed,8,12
2020-03-25T16:30:57Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,22,Wed,9,15
2020-03-25T17:31:11Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,20,Wed,10,18
2020-03-25T18:31:40Z,ChIJVbrtcKoh3YARKN871uXwqCI,Huntington State Beach,21,Wed,11,20
2020-03-22T03:01:38Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sat,20,0
2020-03-22T04:01:34Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sat,21,0
2020-03-22T05:01:46Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sat,22,0
2020-03-22T06:01:38Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sat,23,0
2020-03-22T06:30:47Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sat,23,0
2020-03-22T07:30:47Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,0,0
2020-03-22T08:30:59Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,1,0
2020-03-22T09:30:50Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,2,0
2020-03-22T10:30:52Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,3,0
2020-03-22T11:30:48Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,4,0
2020-03-22T12:30:50Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,5,0
2020-03-22T13:30:52Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,6,0
2020-03-22T14:30:50Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,7,0
2020-03-22T15:30:58Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,8,0
2020-03-22T16:31:17Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,54,Sun,9,42
2020-03-22T17:31:14Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,57,Sun,10,63
2020-03-22T18:31:06Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,59,Sun,11,83
2020-03-22T19:31:09Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,50,Sun,12,95
2020-03-22T20:31:22Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,41,Sun,13,97
2020-03-22T21:32:10Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,45,Sun,14,97
2020-03-22T22:31:08Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,44,Sun,15,100
2020-03-22T23:31:29Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,42,Sun,16,96
2020-03-23T00:30:59Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,25,Sun,17,72
2020-03-23T01:30:56Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,18,0
2020-03-23T02:30:58Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,19,0
2020-03-23T03:30:59Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,20,0
2020-03-23T04:30:52Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,21,0
2020-03-23T05:30:41Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,22,0
2020-03-23T06:30:43Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Sun,23,0
2020-03-23T07:30:49Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Mon,0,0
2020-03-23T08:30:54Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Mon,1,0
2020-03-23T09:30:53Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Mon,2,0
2020-03-23T10:30:50Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Mon,3,0
2020-03-23T11:30:43Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Mon,4,0
2020-03-23T12:31:18Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Mon,5,0
2020-03-23T13:31:12Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Mon,6,0
2020-03-23T14:30:55Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Mon,7,0
2020-03-23T15:30:59Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Mon,8,0
2020-03-23T16:31:32Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,38,Mon,9,30
2020-03-23T17:31:17Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,36,Mon,10,46
2020-03-23T18:31:23Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,45,Mon,11,63
2020-03-23T19:31:34Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,51,Mon,12,75
2020-03-23T20:31:17Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,43,Mon,13,79
2020-03-23T21:31:04Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,35,Mon,14,74
2020-03-23T22:31:09Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,33,Mon,15,65
2020-03-23T23:31:18Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,32,Mon,16,61
2020-03-24T00:30:59Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,38,Mon,17,65
2020-03-24T01:31:04Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,35,Mon,18,67
2020-03-24T02:30:54Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,24,Mon,19,54
2020-03-24T03:31:18Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,9,Mon,20,31
2020-03-24T04:30:48Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Mon,21,0
2020-03-24T05:31:00Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Mon,22,0
2020-03-24T06:30:51Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Mon,23,0
2020-03-24T07:30:48Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Tue,0,0
2020-03-24T08:30:44Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Tue,1,0
2020-03-24T09:30:45Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Tue,2,0
2020-03-24T10:30:51Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Tue,3,0
2020-03-24T11:30:54Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Tue,4,0
2020-03-24T12:31:17Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Tue,5,0
2020-03-24T13:31:14Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Tue,6,0
2020-03-24T14:31:15Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Tue,7,0
2020-03-24T15:31:25Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Tue,8,0
2020-03-24T16:34:14Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,66,Tue,9,30
2020-03-24T17:31:15Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,55,Tue,10,44
2020-03-24T18:31:28Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,51,Tue,11,58
2020-03-24T19:31:31Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,49,Tue,12,67
2020-03-24T20:31:26Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,43,Tue,13,70
2020-03-24T21:31:39Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,39,Tue,14,65
2020-03-24T22:30:55Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,35,Tue,15,57
2020-03-24T23:31:19Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,34,Tue,16,51
2020-03-25T00:31:32Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,33,Tue,17,49
2020-03-25T01:31:23Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,30,Tue,18,47
2020-03-25T02:31:11Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,19,Tue,19,38
2020-03-25T03:30:47Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,13,Tue,20,24
2020-03-25T04:30:49Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Tue,21,0
2020-03-25T05:30:47Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Tue,22,0
2020-03-25T06:30:45Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Tue,23,0
2020-03-25T07:30:52Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Wed,0,0
2020-03-25T08:30:51Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Wed,1,0
2020-03-25T09:30:53Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Wed,2,0
2020-03-25T10:30:53Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Wed,3,0
2020-03-25T11:30:46Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Wed,4,0
2020-03-25T12:30:54Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Wed,5,0
2020-03-25T13:31:00Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Wed,6,0
2020-03-25T14:31:07Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Wed,7,0
2020-03-25T15:30:49Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,0,Wed,8,0
2020-03-25T16:30:57Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,30,Wed,9,22
2020-03-25T17:31:11Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,33,Wed,10,33
2020-03-25T18:31:40Z,ChIJVUXEro66woAR9eHVdsY_-sk,Costco Wholesale,44,Wed,11,44
2020-03-21T07:01:32Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,0,0
2020-03-21T08:01:52Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,1,0
2020-03-21T09:01:22Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,2,0
2020-03-21T10:01:52Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,3,0
2020-03-21T11:01:22Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,4,0
2020-03-21T12:01:29Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,5,0
2020-03-21T13:01:42Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,6,0
2020-03-21T14:02:16Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,7,0
2020-03-21T15:01:23Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,8,0
2020-03-21T16:01:25Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,9,0
2020-03-21T17:01:24Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,39,Sat,10,53
2020-03-21T18:01:35Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,30,Sat,11,66
2020-03-21T19:01:25Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,27,Sat,12,70
2020-03-21T20:02:39Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,29,Sat,13,68
2020-03-21T21:01:35Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,43,Sat,14,65
2020-03-21T22:01:27Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,52,Sat,15,61
2020-03-21T23:01:26Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,16,0
2020-03-22T00:01:28Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,17,0
2020-03-22T01:01:34Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,18,0
2020-03-22T02:01:21Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,19,0
2020-03-22T03:01:38Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,20,0
2020-03-22T04:01:34Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,21,0
2020-03-22T05:01:46Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,22,0
2020-03-22T06:01:38Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,23,0
2020-03-22T06:30:47Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sat,23,0
2020-03-22T07:30:47Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sun,0,0
2020-03-22T08:30:59Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sun,1,0
2020-03-22T09:30:50Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sun,2,0
2020-03-22T10:30:52Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sun,3,0
2020-03-22T11:30:48Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sun,4,0
2020-03-22T12:30:50Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sun,5,0
2020-03-22T13:30:52Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sun,6,0
2020-03-22T14:30:50Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sun,7,0
2020-03-22T15:30:58Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sun,8,0
2020-03-22T16:31:17Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sun,9,0
2020-03-22T17:31:14Z,ChIJVVVVVXjJwoARavx_RXJ-v1o,Watts Towers Arts Center,0,Sun,10,0
